Date[G],GMT Offset,Price,Bid Price,Ask Price,mid,indicator,ILS,ILE,ILP
2008-01-02,0.0,110.21816993464053,110.12305919003116,110.19096806853582,110.15701362928348,-0.000778816199376947,0.06790887850467267,0.05781045751634023,0.0016355140186915622
2008-01-03,0.0,109.18359813084112,109.23258470079189,109.29888807249571,109.2657363866438,0.0016327863499061147,0.0663033717038126,0.05528037383177576,0.000981595092024519
2008-01-04,0.0,108.80497872340425,108.75391206648011,108.82126727719834,108.78758967183921,-0.0009327567200881879,0.06735521071822292,0.051234042553191576,0.00017663043478244805
2008-01-08,0.0,109.43195067264574,109.3918980298409,109.44556714203281,109.41873258593685,-8.24334350012365e-05,0.05366911219190497,0.033699551569507685,0.0010989010989012706
2008-01-09,0.0,109.42375,109.3711892014519,109.424972323049,109.39808076225046,-0.0007259528130671506,0.053783121597096174,0.04067164179104565,0.00024111675126910477
2008-01-10,0.0,109.57436585365853,109.52752439580483,109.58566666666667,109.55659553123576,-0.0028271773825809393,0.058142270861833205,0.06380487804878165,0.0010062893081759898
2008-01-13,0.0,108.77,108.72425806451612,108.78890322580645,108.75658064516129,-0.0064516129032258064,0.06464516129032118,0.020000000000010232,0.06499999999999773
2008-01-14,0.0,107.96326086956522,108.04305677524763,108.09872817318492,108.07089247421628,-0.0013274788113958951,0.055671397937302185,0.02427536231883882,0.0006617647058825034
2008-01-15,0.0,107.15969387755102,107.32044441874807,107.37660037002776,107.34852239438791,-0.002389762565525748,0.05615595127967939,0.04818594104308519,0.001590909090909234
2008-01-16,0.0,106.61020481927712,106.62658432413713,106.68788266189542,106.65723349301628,0.001558351610296664,0.06129833775828249,0.045397590361445035,0.00021915584415592166
2008-01-17,0.0,107.2172131147541,107.13407756576719,107.19957773512476,107.16682765044598,0.0,0.06550016935757041,0.04770491803278741,0.00026315789473682714
2008-01-18,0.0,107.19408366533865,107.02424689154253,107.10821186753662,107.06622937953958,-0.0014157331035331774,0.08396497599409099,0.05657370517928316,8.670520231205988e-05
2008-01-21,0.0,106.03687969924813,105.9596045034642,106.13330687066976,106.04645568706697,-0.0067840646651270205,0.17370236720554294,0.1390601503759416,0.00011904761904751078
2008-01-22,0.0,106.36120418848168,106.29471116203571,106.38474625226773,106.33972870715172,0.00014322543683758235,0.09003509023202495,0.051308900523559374,0.0
2008-01-23,0.0,105.91797872340426,105.91344548084597,105.99439520151635,105.95392034118116,-0.004688747007182761,0.0809497206703911,0.11360372340425579,0.001280737704918091
2008-01-24,0.0,106.60321428571429,106.50388311206015,106.56554219663913,106.53471265434963,-0.0009284189026088571,0.06165908457896199,0.06303571428571395,0.0
2008-01-25,0.0,107.3907594936709,107.33770714716323,107.42565175162436,107.3816794493938,0.001473641905017081,0.08794460446111577,0.031930379746834825,0.0
2008-01-27,0.0,106.75699999999999,106.64697916666667,106.75207175925925,106.69952546296297,-0.0023148148148148147,0.10509259259259432,-0.929000000000002,0.0
2008-01-28,0.0,106.62673553719007,106.54206062401263,106.6180129344392,106.5800367792259,-0.0006417851500789889,0.07595231042654035,0.03615702479339007,0.0002045454545453977
2008-01-29,0.0,106.84558823529412,106.77732901570616,106.83103435329454,106.80418168450034,0.0010637632188223516,0.05370533758838613,0.025267379679144202,0.0006944444444443392
2008-01-30,0.0,106.95306629834255,106.91978520489019,106.9752380009056,106.94751160289789,-0.0001697985057731492,0.05545279601539532,0.06682320441989012,0.0007608695652174936
2008-01-31,0.0,106.34434250764525,106.33924524096116,106.39565445142881,106.367449846195,-0.0005795550800231822,0.056409210467656484,0.03903669724770595,0.0005415162454873338
2008-02-01,0.0,106.36146341463414,106.33263686023038,106.38889947749674,106.36076816886356,0.0008312551953449709,0.05626261726635804,0.05222560975609893,0.006690647482014336
2008-02-04,0.0,106.86405511811024,106.79619717792313,106.84647240390974,106.82133479091645,0.0015433232894833543,0.05027522598662435,0.030275590551179975,0.000906862745097911
2008-02-05,0.0,107.18829317269076,107.01459208093115,107.08901310779942,107.05180259436527,0.0007070597193516807,0.07442102686826928,0.047469879518072834,0.0009708737864077118
2008-02-06,0.0,106.57714566929134,106.45552689037002,106.61518846242244,106.53535767639623,-0.0014939094461043439,0.15966157205240164,0.08692913385826777,0.0005512820512819872
2008-02-07,0.0,106.81855932203389,106.59685937319968,106.67750662518723,106.63718299919346,0.0006337135614702154,0.08064725198755614,0.09090395480225782,0.0001655629139072283
2008-02-08,0.0,107.40649038461538,107.35657334188217,107.45703426658118,107.40680380423167,0.000284961174040037,0.1004609246990099,0.023461538461539807,0.0002307692307690209
2008-02-11,0.0,106.73945454545455,106.76949603665189,106.8614162606356,106.81545614864373,-0.00014544396771143918,0.09192022398371012,0.03450000000000014,0.0
2008-02-12,0.0,107.23467592592591,106.88274424984175,107.24102482942955,107.06188453963564,0.0022508264753464164,0.3582805795878173,0.28055555555555933,0.0
2008-02-14,0.0,108.232,108.14419465532949,108.2082380807774,108.17621636805345,-0.0009110233829334953,0.06404342544791948,0.030883720930233286,2.9069767441834026e-05
2008-02-15,0.0,107.75369458128078,107.75858024691358,107.84913113113113,107.80385568902236,-0.0008675342008675342,0.09055088421755096,0.05236453201970371,0.0005344827586206936
2008-02-20,0.0,107.94228448275862,107.89854380798933,107.97324601366743,107.93589491082838,0.00022223456858714373,0.07470220567809333,0.036400862068967324,0.0002638888888888857
2008-02-21,0.0,107.93297935103244,107.80198062654576,107.94528795194913,107.87363428924745,0.00041220115416323167,0.1433073254033689,0.035634218289086673,0.0007261904761905601
2008-02-22,0.0,107.03047348484847,107.05589944170345,107.20710724487147,107.13150334328746,0.0007790184367696703,0.15120780316800883,0.034981060606061626,8.19672131147572e-05
2008-02-27,0.0,106.49470982142857,106.52073019650922,106.66770261198585,106.59421640424753,0.0007323324789454412,0.14697241547662668,0.1068749999999991,0.001032258064516107
2008-02-28,0.0,105.79006048387097,105.87872264509991,105.96697252616556,105.92284758563272,-0.0022597526165556614,0.08824988106565197,0.03782258064516047,0.0
2008-02-29,0.0,104.23167820069204,104.3177638618677,104.44426994163423,104.38101690175097,-0.0004377431906614786,0.12650607976653697,0.050951557093426865,0.00048809523809526786
2008-03-02,0.0,103.11,103.07948529411765,103.14801470588235,103.11375,-0.014705882352941176,0.06852941176470584,0.030000000000001137,0.0
2008-03-04,0.0,103.02860892388452,103.07187087602595,103.15964513706346,103.11575800654471,-0.0026286143447239955,0.08777426103749814,0.0200000000000018,0.00011111111111111532
2008-03-06,0.0,103.22069069069069,103.18157955865273,103.5429393147503,103.3622594367015,-0.003077816492450639,0.36135975609756055,0.14938438438438406,0.0011132812500001532
2008-03-07,0.0,102.47397489539749,102.35875654450263,102.44992340508047,102.40433997479155,-0.0010665115377157261,0.09116686057785538,0.043870292887028754,0.0029103535353536877
2008-03-10,0.0,102.02352747252748,102.0165986662625,102.0749411943013,102.0457699302819,0.004668081236738406,0.05834252803879957,0.02706593406593431,0.0009141274238227493
2008-03-11,0.0,102.81871733966746,102.58576813101118,102.64318105016895,102.61447459059008,0.001776275885971753,0.057412919157785174,0.028942992874109133,0.0002659574468083551
2008-03-12,0.0,102.51241050119332,102.49230097732233,102.58723906442738,102.53977002087484,-0.004412183319100484,0.09493808710503827,0.034057279236276806,0.000864197530864201
2008-03-13,0.0,100.56799196787149,100.51698649507468,100.68821703209406,100.60260176358436,0.001334604385128694,0.1712305370193836,0.09842369477911599,0.002654569892473034
2008-03-14,0.0,100.20101423487544,100.19775566028409,100.28052598622418,100.23914082325413,-0.0003954783640378341,0.08277032594008504,0.047428825622774236,0.00046743697478987897
2008-03-16,0.0,98.691,98.50839011356045,98.6544321977288,98.58141115564462,0.005344021376085505,0.14604208416833678,0.09000000000000626,0.0
2008-03-18,0.0,98.23572198275862,97.85629232798944,97.9702840522928,97.91328819014113,0.000799584216207572,0.11399172430336244,0.055431034482758004,0.0012499999999998782
2008-03-19,0.0,99.10085585585585,99.12342810340913,99.22924600214084,99.17633705277498,-0.00012974796457880568,0.10581789873171327,0.06902027027027094,0.00035620052770453647
2008-03-21,0.0,99.49538461538462,98.63315850277264,99.55987523105361,99.09651686691313,0.003234750462107209,0.9267167282809575,0.597692307692302,0.0
2008-03-24,0.0,100.31419117647059,100.16517455352638,100.33628291796994,100.25072873574817,0.0028251437796387854,0.17110836444354757,0.2669117647058837,0.0
2008-03-25,0.0,100.22588888888889,100.25447805670942,100.33877867076033,100.29662836373488,0.0,0.08430061405092988,0.04758333333333332,6.289308176103846e-05
2008-03-26,0.0,99.3505412371134,99.45846581875993,99.55331951188072,99.50589266532033,-0.0015468568727710222,0.09485369312078393,0.03963917525773239,0.00030487804878047046
2008-03-27,0.0,99.5958424908425,99.41207665546088,99.5195115706356,99.46579411304823,0.0010554295989367525,0.1074349151747323,0.17018315018314958,3.232758620680589e-05
2008-03-28,0.0,99.75624497991969,99.72997225359721,99.83551564111379,99.7827439473555,0.0011294995825762413,0.10554338751657419,0.05700803212851586,0.00033333333333334595
2008-03-31,0.0,99.60706467661691,99.4027505399568,99.650123650108,99.52643709503239,0.002483801295896328,0.24737311015118646,0.11236318407960118,0.0010967741935483065
2008-04-01,0.0,101.01350446428572,100.81609677817553,100.96803697074435,100.89206687445994,0.004197012714479694,0.15194019256881833,0.0873214285714301,0.00010355029585797807
2008-04-02,0.0,102.1889090909091,101.90268067906224,102.19430234438157,102.04849151172192,0.0008892481810832659,0.29162166531932193,0.14272727272727434,0.0022137404580152066
2008-04-03,0.0,102.50657509157509,102.49001085540598,102.63032973295702,102.5601702941815,0.0026595744680851063,0.14031887755102093,0.05135531135531181,0.0027314814814812997
2008-04-04,0.0,101.98317204301075,102.04645689149561,102.21360469208211,102.13003079178885,-0.001407624633431085,0.1671478005865104,0.125618279569893,0.0003973509933775926
2008-04-07,0.0,102.56460227272727,102.21033495866017,102.83330665677337,102.52182080771678,0.002331990672037312,0.6229716981132065,0.21102272727272656,0.00014084507042240712
2008-04-08,0.0,102.32835164835164,101.96179773209184,102.48195537936756,102.22187655572971,-0.00046095694662118557,0.5201576472757422,0.1876373626373622,0.0
2008-04-09,0.0,102.21372832369941,102.16372281335742,102.33097102322158,102.2473469182895,-0.005420598273439069,0.1672482098641507,0.05705202312138748,0.00017578125000006217
2008-04-10,0.0,100.84578313253012,100.62940047319317,101.30542632025356,100.96741339672336,-0.00022320432123565913,0.6760258470603989,0.2593975903614449,0.004663978494623616
2008-04-11,0.0,101.28157303370786,101.09867553308419,101.55454055836447,101.32660804572434,-0.0020224225104418553,0.4558650252802824,0.21210674157303497,7.633587786263447e-05
2008-04-15,0.0,101.28688118811881,101.04181238100139,101.36924972984099,101.20553105542119,0.0007204240209952144,0.3274373488396031,0.07410891089108952,0.00042613636363637977
2008-04-16,0.0,101.39937499999999,101.31036631167362,101.52862967536143,101.41949799351751,0.0003086896125945362,0.2182633636878114,0.045927419354841174,0.00042452830188687555
2008-04-17,0.0,102.26566489361701,102.09592989940151,102.28500159174838,102.19046574557494,0.0006366993505666624,0.18907169234687393,0.03148936170212941,0.000486577181208088
2008-04-18,0.0,103.85862068965517,103.33729998430223,103.4873648684004,103.41233242635131,0.003348856679399299,0.15006488409816363,0.08650000000000013,0.0018130630630630784
2008-04-21,0.0,103.42281690140845,103.37525594030241,103.46666524841265,103.42096059435752,-0.0020291942135235975,0.09140930811023068,0.03293427230046822,0.0003691275167785693
2008-04-22,0.0,103.13270325203253,103.01613341836735,103.19422193877551,103.10517767857142,0.001530612244897959,0.17808852040816356,0.0573170731707303,0.0005250000000000909
2008-04-23,0.0,103.31782608695653,103.21521555527544,103.30288289423926,103.25904922475733,0.0021429471826547334,0.08766733896382214,0.03793478260869863,0.00018595041322308882
2008-04-25,0.0,104.41416167664671,104.08890946000811,104.689233455136,104.38907145757207,-0.004628501827040195,0.6003239951278923,0.25455089820359245,0.004461206896551587
2008-04-29,0.0,103.79086021505375,103.85463046818145,104.10910164146519,103.98186605482333,0.00048516212501010755,0.2544711732837374,0.08653225806451598,0.0001282051282051027
2008-04-30,0.0,104.29108000000001,104.22046689854389,104.34395861581089,104.28221275717739,0.0006484701998467253,0.1234917172669934,0.05063999999999919,0.0
2008-05-02,0.0,105.10405440414507,105.0218241851448,105.12081091724221,105.0713175511935,0.005573730764570459,0.09898673209741991,0.047020725388598916,0.0034581497797356677
2008-05-05,0.0,105.16906,105.13878946289464,105.21091174661747,105.17485060475605,-0.006355063550635506,0.07212228372283758,0.04417999999999927,1.7241379310525158e-05
2008-05-06,0.0,104.62432692307692,104.54803727926749,104.8204839764552,104.68426062786135,-0.0015696533682145193,0.2724466971877049,0.09708333333333485,0.0
2008-05-07,0.0,105.18262931034482,105.07040718066449,105.20017600918308,105.1352915949238,-0.0016580575218417192,0.12976882851858954,0.02663793103448193,0.0006182795698925221
2008-05-08,0.0,104.01951672862454,103.96397416132214,104.07290577207696,104.01843996669956,0.00092501233349778,0.10893161075481009,0.03107806691450041,8.454106280192413e-05
2008-05-12,0.0,103.74971177944863,103.70602151101784,103.79272980062959,103.74937565582373,0.008919202518363064,0.08670828961175278,0.03676691729323305,0.0012731481481480429
2008-05-13,0.0,104.28984790874524,104.05875183661475,104.12106266529533,104.08990725095504,0.005509844255069057,0.0623108286805761,0.03340304182509548,0.0001179245283019136
2008-05-14,0.0,105.19625,105.15310886520928,105.20924310666813,105.18117598593871,0.0015379545204877512,0.056134241458859827,0.023885869565218296,0.0002637130801687164
2008-05-15,0.0,104.8176712328767,104.76513254786451,104.95716985763377,104.86115120274914,-0.010309278350515464,0.19203730976926903,0.07753424657534384,0.002801418439716586
2008-05-16,0.0,104.24734972677595,104.27237522281641,104.37102090422945,104.32169806352293,-0.005671690163668773,0.09864568141306101,0.03654371584699516,0.0004554655870445229
2008-05-19,0.0,104.26204244031831,104.20051510859302,104.3245207743154,104.26251794145419,0.009159584513692162,0.1240056657223798,0.012732095490715608,0.0005088495575220384
2008-05-22,0.0,103.75682130584192,103.10316212691974,104.0803412054477,103.59175166618371,0.02535496957403651,0.9771790785279629,0.335584192439862,0.005709876543209859
2008-05-26,0.0,103.39630434782607,103.07734547089233,104.26753540121376,103.67244043605305,-0.0011238480557428637,1.1901899303214198,0.4160869565217351,0.0
2008-05-28,0.0,104.78975609756097,104.37869403923541,104.94612927565392,104.66241165744466,-0.0016348088531187124,0.5674352364185108,0.15081300813008025,0.001565934065933891
2008-05-29,0.0,105.33537946428571,104.95853135511773,105.33351453628063,105.14602294569919,0.0016818837097549255,0.37498318116290086,0.0575223214285752,0.0015530303030300747
2008-05-30,0.0,105.48994845360825,105.40802089799297,105.58316573556797,105.49559331678047,0.0004138216428719222,0.1751448375750047,0.06172680412371102,0.0005839416058392999
2008-06-02,0.0,104.52282094594595,104.65707711996438,104.8182595148008,104.7376683173826,0.0042288003561095034,0.161182394836413,0.07406250000000057,0.0042554858934170225
2008-06-03,0.0,105.01064176245211,104.3935609390074,104.74079590524173,104.56717842212456,-0.003001393504126916,0.3472349662343245,0.11731800766284174,0.00027559055118124337
2008-06-04,0.0,104.97856783919599,104.91998696632379,105.02908200648162,104.9745344864027,0.0004931661265323376,0.10909504015781316,0.015929648241205397,0.00028787878787861216
2008-06-05,0.0,105.89492424242424,105.6681556954189,106.0053007635163,105.8367282294676,-0.0020635575732562937,0.3371450680974025,0.14863636363636323,0.0018689320388349073
2008-06-06,0.0,105.77051829268294,105.84225247827683,106.03807673479378,105.9401646065353,0.0036715212336311345,0.19582425651695107,0.10042682926829025,0.00641025641025641
2008-06-10,0.0,106.9520218579235,106.80977851877851,107.11122674622675,106.96050263250264,0.0011934011934011935,0.30144822744822675,0.12478142076502628,0.0
2008-06-11,0.0,107.10229268292683,107.05784286698828,107.2987359814548,107.17828942422155,-6.26527159952384e-05,0.24089311446651265,0.08956097560975658,0.0
2008-06-13,0.0,108.07382575757576,107.98218350545244,108.11036939409257,108.04627644977252,0.0012999205604101972,0.1281858886401381,0.07367424242424109,0.0008653846153846482
2008-06-16,0.0,108.2272,108.17769680698053,108.25356410010546,108.21563045354301,0.0042190046984370505,0.07586729312493995,0.017900000000001342,0.0004130434782609882
2008-06-17,0.0,108.10127906976744,107.26767511013216,108.08944823788546,107.6785616740088,-0.011674008810572687,0.8217731277533059,-0.19007751937984504,3.012048192768345e-05
2008-06-18,0.0,108.02549586776858,107.84963128176172,108.04626086956522,107.94794607566347,0.0014680971202710334,0.19662958780349996,0.0659504132231383,0.0005693069306931144
2008-06-19,0.0,107.88345794392524,107.33768011083744,108.0249486863711,107.68131439860427,-0.0003078817733990148,0.6872685755336603,0.16920560747663355,0.0
2008-06-20,0.0,107.44301169590643,107.2515863986313,107.80607100085543,107.52882869974337,-0.004704875962360992,0.5544846022241235,0.15043859649122804,0.0001346153846153715
2008-06-24,0.0,107.76768436578172,107.63170039641143,107.98748487377426,107.80959263509284,0.0006259127894846651,0.35578447736282215,0.4460471976401167,0.16071614583333305
2008-06-25,0.0,108.03814039408867,107.9198663221748,108.02665243765446,107.97325937991462,0.0024713547517411817,0.10678611547966727,0.026416256157635383,0.0005136986301369084
2008-06-26,0.0,107.36363354037266,106.9103904418395,107.52980432822363,107.22009738503155,0.0003606853020739405,0.6194138863841288,0.12324534161490464,0.0006598984771574094
2008-06-27,0.0,106.36868,106.2642717647059,106.60356470588236,106.43391823529413,0.0027058823529411765,0.339292941176471,0.13534666666666886,0.00036919831223625096
2008-06-30,0.0,105.90369085173502,105.73528779566509,105.88571409299396,105.81050094432952,0.011242018167101358,0.15042629732889587,0.059006309148265115,0.0016078838174273977
2008-07-01,0.0,105.60713235294118,105.4466134468689,106.05178774170658,105.74920059428774,0.0033705871917686712,0.6051742948376813,0.20058823529411815,0.030708955223880664
2008-07-02,0.0,106.24951048951048,106.0074388171312,106.27977339678223,106.14360610695672,0.0018128257421255382,0.27233457965103147,0.12321678321678185,0.006021505376344034
2008-07-03,0.0,106.54619289340101,106.21585753995831,106.5207275886032,106.36829256428075,-0.007644197359277276,0.30487004864489176,0.11119289340101494,0.001408450704225172
2008-07-04,0.0,106.74428571428572,106.60072178871548,106.91221488595438,106.75646833733494,0.0,0.311493097238895,0.23607142857142907,0.0
2008-07-07,0.0,107.15316062176167,107.26133279483037,107.38211025848142,107.3217215266559,-0.0020193861066235864,0.1207774636510507,0.046036269430053976,0.0018243243243242014
2008-07-09,0.0,107.23171597633136,107.2211978109597,107.2691682371702,107.24518302406494,0.0012322412293418383,0.04797042621049618,0.03606508875739762,6.578947368415069e-05
2008-07-10,0.0,107.09697674418604,106.9994561594203,107.07791775362318,107.03868695652173,-0.004275362318840579,0.07846159420289868,0.04709302325581462,0.00019867549668874926
2008-07-11,0.0,106.18466265060242,106.49176778369224,106.54185095572223,106.51680936970723,-0.009738688603919672,0.05008317203000267,0.028445783132530683,0.0009504792332267898
2008-07-14,0.0,106.34529498525073,106.40445861530452,106.45181611140032,106.42813736335242,-0.0021473191046330036,0.04735749609578333,0.025147492625368077,0.0005329457364341747
2008-07-15,0.0,104.8644799270073,105.02486508377302,105.08940224937517,105.0571336665741,0.004628343978524484,0.06453716560214784,0.022718978102189657,0.00042635658914748657
2008-07-16,0.0,104.37669934640523,104.44649491272287,104.76699617287409,104.60674554279846,-0.001773546158872398,0.3205012601512179,0.14168845315904152,0.0036400651465799193
2008-07-18,0.0,106.65943493150685,106.53818541376911,106.60561934979137,106.57190238178025,0.004172461752433936,0.06743393602225309,0.029674657534247813,0.0013766519823789171
2008-07-21,0.0,106.86597222222221,106.77067288097216,106.85213940674768,106.81140614385991,0.005736281983545928,0.08146652577553042,0.016031746031744874,0.00012362637362633926
2008-07-22,0.0,106.91237163814182,106.69987165727572,106.77930641266434,106.73958903497004,0.016367051247652267,0.07943475538860577,0.02842298288508613,0.0005827067669173509
2008-07-23,0.0,107.73025,107.68735387935077,107.74119288863871,107.71427338399474,-0.0020639834881320948,0.053839009287925454,0.027874999999995455,0.00033422459893048126
2008-07-24,0.0,107.69155601659752,107.50638361638362,107.70330336330336,107.6048434898435,0.03762903762903763,0.19691974691974795,0.06908713692945836,0.0076590909090910484
2008-07-25,0.0,107.6376511627907,107.29742181728639,107.64455183452353,107.47098682590494,0.019945826151194286,0.34713001723713416,0.1738139534883724,0.0005701754385965959
2008-07-28,0.0,107.57525423728814,107.62485114300904,107.68162413609782,107.65323763955342,0.00531632110579479,0.056772993088782225,0.043008474576270606,0.0
2008-07-29,0.0,107.97154040404041,107.82618269733402,107.87548026659698,107.8508314819655,0.009409304756926294,0.04929756926293726,0.020378787878787,0.00154109589041092
2008-07-30,0.0,108.03967391304349,108.04070632190724,108.09423318704779,108.06746975447753,0.008777132012809868,0.053526865140552535,0.03496376811594627,0.001032608695652316
2008-07-31,0.0,108.03993421052633,107.9515046965318,108.0157074903661,107.98360609344894,0.008429672447013488,0.06420279383429707,0.03559210526315948,0.0031756756756756038
2008-08-01,0.0,107.53486413043478,107.60982736842105,107.67875789473683,107.64429263157895,0.024421052631578948,0.06893052631579023,0.1183152173913058,0.02182692307692263
2008-08-04,0.0,108.03429447852761,107.90956566854433,108.01140972428105,107.96048769641268,0.015713015120071155,0.10184405573673233,0.06687116564417146,0.0066847826086959055
2008-08-05,0.0,108.01676056338027,108.0876458440888,108.16018843572535,108.12391713990706,-0.007227671657201859,0.07254259163655151,0.13042253521126349,0.0021052631578944675
2008-08-06,0.0,109.0968281938326,109.19696153846154,109.2632967032967,109.23012912087913,0.02131868131868132,0.06633516483516505,0.06748898678414043,0.0026100628930818
2008-08-08,0.0,109.91747252747253,109.7481441048035,110.12122270742357,109.93468340611354,-0.07423580786026202,0.37307860262008746,0.23708791208791383,0.016764705882354413
2008-08-11,0.0,109.90701612903226,109.90685626249167,109.99546052631578,109.95115839440373,0.004996668887408394,0.08860426382411732,0.012983870967739753,0.007211538461538598
2008-08-14,0.0,109.60625899280576,109.42354091014447,109.65980684539905,109.54167387777177,0.0044039249014911535,0.2362659352545778,0.11780575539568203,0.0003738317757008602
2008-08-15,0.0,110.4102390438247,110.32037265229056,110.38709877770049,110.35373571499554,-0.00029812183245553017,0.06672612540991715,0.026733067729083924,0.00037414965986379864
